,UCT Date,Custom Date,Temp (C)
0,01/01/10 00:53:00,12/31/09 16:53:00,10.6
1,01/01/10 01:53:00,12/31/09 17:53:00,10.0
2,01/01/10 02:53:00,12/31/09 18:53:00,10.0
3,01/01/10 03:53:00,12/31/09 19:53:00,10.0
4,01/01/10 04:53:00,12/31/09 20:53:00,9.4
5,01/01/10 05:13:00,12/31/09 21:13:00,10.0
6,01/01/10 05:53:00,12/31/09 21:53:00,9.4
7,01/01/10 06:04:00,12/31/09 22:04:00,10.0
8,01/01/10 06:53:00,12/31/09 22:53:00,9.4
9,01/01/10 07:53:00,12/31/09 23:53:00,9.4
10,01/01/10 07:59:00,12/31/09 23:59:00,#N/A
11,01/01/10 07:59:00,12/31/09 23:59:00,#N/A
12,01/01/10 08:53:00,01/01/10 00:53:00,10.0
13,01/01/10 09:53:00,01/01/10 01:53:00,10.0
14,01/01/10 10:49:00,01/01/10 02:49:00,9.0
15,01/01/10 10:53:00,01/01/10 02:53:00,10.0
16,01/01/10 11:20:00,01/01/10 03:20:00,9.0
17,01/01/10 11:48:00,01/01/10 03:48:00,10.0
18,01/01/10 11:53:00,01/01/10 03:53:00,10.0
19,01/01/10 12:05:00,01/01/10 04:05:00,10.0
20,01/01/10 12:53:00,01/01/10 04:53:00,9.4
21,01/01/10 13:53:00,01/01/10 05:53:00,10.0
22,01/01/10 14:53:00,01/01/10 06:53:00,10.0
23,01/01/10 15:53:00,01/01/10 07:53:00,10.0
24,01/01/10 16:53:00,01/01/10 08:53:00,10.6
25,01/01/10 17:53:00,01/01/10 09:53:00,11.1
26,01/01/10 18:16:00,01/01/10 10:16:00,11.0
27,01/01/10 18:25:00,01/01/10 10:25:00,11.0
28,01/01/10 18:42:00,01/01/10 10:42:00,11.0
29,01/01/10 18:53:00,01/01/10 10:53:00,11.1
30,01/01/10 19:51:00,01/01/10 11:51:00,11.0
31,01/01/10 19:53:00,01/01/10 11:53:00,11.1
32,01/01/10 20:53:00,01/01/10 12:53:00,11.7
33,01/01/10 21:53:00,01/01/10 13:53:00,12.2
34,01/01/10 21:56:00,01/01/10 13:56:00,12.0
35,01/01/10 22:04:00,01/01/10 14:04:00,12.0
36,01/01/10 22:09:00,01/01/10 14:09:00,12.0
37,01/01/10 22:29:00,01/01/10 14:29:00,12.0
38,01/01/10 22:48:00,01/01/10 14:48:00,12.0
39,01/01/10 22:49:00,01/01/10 14:49:00,12.2
40,01/01/10 22:53:00,01/01/10 14:53:00,12.0
41,01/01/10 23:17:00,01/01/10 15:17:00,12.0
42,01/01/10 23:53:00,01/01/10 15:53:00,12.2
43,01/02/10 00:53:00,01/01/10 16:53:00,12.2
44,01/02/10 01:53:00,01/01/10 17:53:00,11.7
45,01/02/10 02:29:00,01/01/10 18:29:00,12.0
46,01/02/10 02:53:00,01/01/10 18:53:00,11.7
47,01/02/10 03:53:00,01/01/10 19:53:00,11.7
48,01/02/10 04:49:00,01/01/10 20:49:00,12.0
49,01/02/10 04:53:00,01/01/10 20:53:00,11.7
50,01/02/10 05:02:00,01/01/10 21:02:00,12.0
51,01/02/10 05:15:00,01/01/10 21:15:00,12.0
52,01/02/10 05:27:00,01/01/10 21:27:00,12.0
53,01/02/10 05:38:00,01/01/10 21:38:00,12.0
54,01/02/10 05:53:00,01/01/10 21:53:00,11.7
55,01/02/10 06:04:00,01/01/10 22:04:00,11.0
56,01/02/10 06:13:00,01/01/10 22:13:00,11.0
57,01/02/10 06:53:00,01/01/10 22:53:00,11.7
58,01/02/10 07:08:00,01/01/10 23:08:00,11.0
59,01/02/10 07:46:00,01/01/10 23:46:00,12.0
60,01/02/10 07:53:00,01/01/10 23:53:00,11.7
61,01/02/10 07:59:00,01/01/10 23:59:00,#N/A
62,01/02/10 08:15:00,01/02/10 00:15:00,12.0
63,01/02/10 08:23:00,01/02/10 00:23:00,12.0
64,01/02/10 08:29:00,01/02/10 00:29:00,12.0
65,01/02/10 08:51:00,01/02/10 00:51:00,12.0
66,01/02/10 08:53:00,01/02/10 00:53:00,11.7
67,01/02/10 09:00:00,01/02/10 01:00:00,12.0
68,01/02/10 09:26:00,01/02/10 01:26:00,12.0
69,01/02/10 09:34:00,01/02/10 01:34:00,12.0
70,01/02/10 09:45:00,01/02/10 01:45:00,12.0
71,01/02/10 09:53:00,01/02/10 01:53:00,11.1
72,01/02/10 09:59:00,01/02/10 01:59:00,11.0
73,01/02/10 10:20:00,01/02/10 02:20:00,11.0
74,01/02/10 10:32:00,01/02/10 02:32:00,11.0
75,01/02/10 10:44:00,01/02/10 02:44:00,11.0
76,01/02/10 10:53:00,01/02/10 02:53:00,10.6
77,01/02/10 11:08:00,01/02/10 03:08:00,10.0
78,01/02/10 11:53:00,01/02/10 03:53:00,8.9
79,01/02/10 12:53:00,01/02/10 04:53:00,7.8
80,01/02/10 13:45:00,01/02/10 05:45:00,7.0
81,01/02/10 13:47:00,01/02/10 05:47:00,7.0
82,01/02/10 13:51:00,01/02/10 05:51:00,7.0
83,01/02/10 13:53:00,01/02/10 05:53:00,6.7
84,01/02/10 14:01:00,01/02/10 06:01:00,7.0
85,01/02/10 14:13:00,01/02/10 06:13:00,6.0
86,01/02/10 14:53:00,01/02/10 06:53:00,5.6
87,01/02/10 15:51:00,01/02/10 07:51:00,7.0
88,01/02/10 15:53:00,01/02/10 07:53:00,7.2
89,01/02/10 16:23:00,01/02/10 08:23:00,8.0
90,01/02/10 16:53:00,01/02/10 08:53:00,7.8
91,01/02/10 17:53:00,01/02/10 09:53:00,9.4
92,01/02/10 18:51:00,01/02/10 10:51:00,12.0
93,01/02/10 18:53:00,01/02/10 10:53:00,11.1
94,01/02/10 19:53:00,01/02/10 11:53:00,12.2
95,01/02/10 20:53:00,01/02/10 12:53:00,13.9
96,01/02/10 21:53:00,01/02/10 13:53:00,15.0
97,01/02/10 22:53:00,01/02/10 14:53:00,15.6
98,01/02/10 23:53:00,01/02/10 15:53:00,15.0
99,01/03/10 00:53:00,01/02/10 16:53:00,11.7
100,01/03/10 01:53:00,01/02/10 17:53:00,10.0
101,01/03/10 02:53:00,01/02/10 18:53:00,7.8
102,01/03/10 03:53:00,01/02/10 19:53:00,7.2
103,01/03/10 04:53:00,01/02/10 20:53:00,5.6
104,01/03/10 05:53:00,01/02/10 21:53:00,5.0
105,01/03/10 06:12:00,01/02/10 22:12:00,4.0
106,01/03/10 06:20:00,01/02/10 22:20:00,6.0
107,01/03/10 06:28:00,01/02/10 22:28:00,5.0
108,01/03/10 06:40:00,01/02/10 22:40:00,5.0
109,01/03/10 06:48:00,01/02/10 22:48:00,5.0
110,01/03/10 06:53:00,01/02/10 22:53:00,4.4
111,01/03/10 07:09:00,01/02/10 23:09:00,4.0
112,01/03/10 07:53:00,01/02/10 23:53:00,3.9
113,01/03/10 07:59:00,01/02/10 23:59:00,#N/A
114,01/03/10 08:25:00,01/03/10 00:25:00,4.0
115,01/03/10 08:53:00,01/03/10 00:53:00,3.3
116,01/03/10 09:02:00,01/03/10 01:02:00,3.0
117,01/03/10 09:19:00,01/03/10 01:19:00,4.0
118,01/03/10 09:30:00,01/03/10 01:30:00,3.0
119,01/03/10 09:53:00,01/03/10 01:53:00,3.3
120,01/03/10 10:53:00,01/03/10 02:53:00,2.2
121,01/03/10 11:19:00,01/03/10 03:19:00,2.0
122,01/03/10 11:35:00,01/03/10 03:35:00,3.0
123,01/03/10 11:40:00,01/03/10 03:40:00,2.0
124,01/03/10 11:53:00,01/03/10 03:53:00,2.2
125,01/03/10 12:14:00,01/03/10 04:14:00,2.0
126,01/03/10 12:18:00,01/03/10 04:18:00,1.0
127,01/03/10 12:53:00,01/03/10 04:53:00,1.1
128,01/03/10 13:53:00,01/03/10 05:53:00,1.1
129,01/03/10 14:03:00,01/03/10 06:03:00,1.0
130,01/03/10 14:40:00,01/03/10 06:40:00,1.0
131,01/03/10 14:53:00,01/03/10 06:53:00,0.6
132,01/03/10 15:11:00,01/03/10 07:11:00,1.0
133,01/03/10 15:21:00,01/03/10 07:21:00,1.0
134,01/03/10 15:28:00,01/03/10 07:28:00,1.0
135,01/03/10 15:49:00,01/03/10 07:49:00,1.0
136,01/03/10 15:53:00,01/03/10 07:53:00,0.6
137,01/03/10 16:05:00,01/03/10 08:05:00,1.0
138,01/03/10 16:53:00,01/03/10 08:53:00,1.1
139,01/03/10 17:42:00,01/03/10 09:42:00,3.0
140,01/03/10 17:53:00,01/03/10 09:53:00,2.8
141,01/03/10 18:07:00,01/03/10 10:07:00,3.0
142,01/03/10 18:16:00,01/03/10 10:16:00,4.0
143,01/03/10 18:32:00,01/03/10 10:32:00,5.0
144,01/03/10 18:53:00,01/03/10 10:53:00,5.6
145,01/03/10 19:53:00,01/03/10 11:53:00,9.4
146,01/03/10 20:53:00,01/03/10 12:53:00,11.1
147,01/03/10 21:53:00,01/03/10 13:53:00,12.2
148,01/03/10 22:53:00,01/03/10 14:53:00,13.9
149,01/03/10 23:53:00,01/03/10 15:53:00,13.3
150,01/04/10 00:53:00,01/03/10 16:53:00,11.1
151,01/04/10 01:53:00,01/03/10 17:53:00,8.9
152,01/04/10 02:53:00,01/03/10 18:53:00,7.2
153,01/04/10 03:43:00,01/03/10 19:43:00,8.0
154,01/04/10 03:53:00,01/03/10 19:53:00,8.3
155,01/04/10 04:53:00,01/03/10 20:53:00,8.3
156,01/04/10 05:03:00,01/03/10 21:03:00,8.0
157,01/04/10 05:18:00,01/03/10 21:18:00,8.0
158,01/04/10 05:46:00,01/03/10 21:46:00,8.0
159,01/04/10 05:53:00,01/03/10 21:53:00,7.8
160,01/04/10 06:53:00,01/03/10 22:53:00,7.8
161,01/04/10 07:26:00,01/03/10 23:26:00,8.0
162,01/04/10 07:37:00,01/03/10 23:37:00,8.0
163,01/04/10 07:53:00,01/03/10 23:53:00,7.8
164,01/04/10 07:59:00,01/03/10 23:59:00,#N/A
165,01/04/10 08:00:00,01/04/10 00:00:00,8.0
166,01/04/10 08:15:00,01/04/10 00:15:00,8.0
167,01/04/10 08:53:00,01/04/10 00:53:00,7.8
168,01/04/10 09:53:00,01/04/10 01:53:00,7.2
169,01/04/10 10:11:00,01/04/10 02:11:00,7.0
170,01/04/10 10:22:00,01/04/10 02:22:00,7.0
171,01/04/10 10:46:00,01/04/10 02:46:00,7.0
172,01/04/10 10:51:00,01/04/10 02:51:00,7.0
173,01/04/10 10:53:00,01/04/10 02:53:00,7.2
174,01/04/10 11:03:00,01/04/10 03:03:00,7.0
175,01/04/10 11:25:00,01/04/10 03:25:00,7.0
176,01/04/10 11:53:00,01/04/10 03:53:00,6.7
177,01/04/10 12:53:00,01/04/10 04:53:00,6.7
178,01/04/10 13:53:00,01/04/10 05:53:00,6.1
179,01/04/10 14:40:00,01/04/10 06:40:00,6.0
180,01/04/10 14:53:00,01/04/10 06:53:00,6.1
181,01/04/10 15:53:00,01/04/10 07:53:00,6.1
182,01/04/10 16:51:00,01/04/10 08:51:00,6.0
183,01/04/10 16:53:00,01/04/10 08:53:00,6.1
184,01/04/10 17:51:00,01/04/10 09:51:00,7.0
185,01/04/10 17:53:00,01/04/10 09:53:00,6.7
186,01/04/10 18:53:00,01/04/10 10:53:00,6.7
187,01/04/10 19:00:00,01/04/10 11:00:00,7.0
188,01/04/10 19:53:00,01/04/10 11:53:00,7.2
189,01/04/10 19:56:00,01/04/10 11:56:00,7.0
190,01/04/10 20:35:00,01/04/10 12:35:00,8.0
191,01/04/10 20:53:00,01/04/10 12:53:00,8.9
192,01/04/10 21:53:00,01/04/10 13:53:00,11.1
193,01/04/10 22:53:00,01/04/10 14:53:00,12.8
194,01/04/10 23:53:00,01/04/10 15:53:00,12.8
195,01/05/10 00:53:00,01/04/10 16:53:00,10.6
196,01/05/10 01:53:00,01/04/10 17:53:00,9.4
197,01/05/10 02:53:00,01/04/10 18:53:00,7.2
198,01/05/10 03:53:00,01/04/10 19:53:00,6.7
199,01/05/10 04:53:00,01/04/10 20:53:00,5.6
200,01/05/10 05:13:00,01/04/10 21:13:00,4.0
201,01/05/10 05:35:00,01/04/10 21:35:00,4.0
202,01/05/10 05:46:00,01/04/10 21:46:00,5.0
203,01/05/10 05:51:00,01/04/10 21:51:00,5.0
204,01/05/10 05:53:00,01/04/10 21:53:00,5.0
205,01/05/10 06:08:00,01/04/10 22:08:00,4.0
206,01/05/10 06:18:00,01/04/10 22:18:00,4.0
207,01/05/10 06:22:00,01/04/10 22:22:00,3.0
208,01/05/10 06:27:00,01/04/10 22:27:00,4.0
209,01/05/10 06:43:00,01/04/10 22:43:00,4.0
210,01/05/10 06:53:00,01/04/10 22:53:00,3.9
211,01/05/10 06:58:00,01/04/10 22:58:00,4.0
212,01/05/10 07:05:00,01/04/10 23:05:00,4.0
213,01/05/10 07:12:00,01/04/10 23:12:00,4.0
214,01/05/10 07:30:00,01/04/10 23:30:00,4.0
215,01/05/10 07:41:00,01/04/10 23:41:00,3.0
216,01/05/10 07:45:00,01/04/10 23:45:00,3.0
217,01/05/10 07:53:00,01/04/10 23:53:00,2.8
218,01/05/10 07:59:00,01/04/10 23:59:00,#N/A
219,01/05/10 08:01:00,01/05/10 00:01:00,3.0
220,01/05/10 08:28:00,01/05/10 00:28:00,3.0
221,01/05/10 08:41:00,01/05/10 00:41:00,3.0
222,01/05/10 08:48:00,01/05/10 00:48:00,3.0
223,01/05/10 08:53:00,01/05/10 00:53:00,3.3
224,01/05/10 09:01:00,01/05/10 01:01:00,4.0
225,01/05/10 09:10:00,01/05/10 01:10:00,3.0
226,01/05/10 09:29:00,01/05/10 01:29:00,3.0
227,01/05/10 09:53:00,01/05/10 01:53:00,3.9
228,01/05/10 10:53:00,01/05/10 02:53:00,4.4
229,01/05/10 11:53:00,01/05/10 03:53:00,5.0
230,01/05/10 12:14:00,01/05/10 04:14:00,5.0
231,01/05/10 12:51:00,01/05/10 04:51:00,5.0
232,01/05/10 12:53:00,01/05/10 04:53:00,5.0
233,01/05/10 13:20:00,01/05/10 05:20:00,5.0
234,01/05/10 13:32:00,01/05/10 05:32:00,5.0
235,01/05/10 13:35:00,01/05/10 05:35:00,5.0
236,01/05/10 13:41:00,01/05/10 05:41:00,5.0
237,01/05/10 13:51:00,01/05/10 05:51:00,5.0
238,01/05/10 13:53:00,01/05/10 05:53:00,5.0
239,01/05/10 14:28:00,01/05/10 06:28:00,5.0
240,01/05/10 14:36:00,01/05/10 06:36:00,5.0
241,01/05/10 14:43:00,01/05/10 06:43:00,5.0
242,01/05/10 14:51:00,01/05/10 06:51:00,5.0
243,01/05/10 14:53:00,01/05/10 06:53:00,5.0
244,01/05/10 14:56:00,01/05/10 06:56:00,5.0
245,01/05/10 15:04:00,01/05/10 07:04:00,6.0
246,01/05/10 15:09:00,01/05/10 07:09:00,6.0
247,01/05/10 15:51:00,01/05/10 07:51:00,6.0
248,01/05/10 15:53:00,01/05/10 07:53:00,5.6
249,01/05/10 16:09:00,01/05/10 08:09:00,6.0
250,01/05/10 16:51:00,01/05/10 08:51:00,6.0
251,01/05/10 16:53:00,01/05/10 08:53:00,5.6
252,01/05/10 17:53:00,01/05/10 09:53:00,6.7
253,01/05/10 18:53:00,01/05/10 10:53:00,7.2
254,01/05/10 19:51:00,01/05/10 11:51:00,8.0
255,01/05/10 19:53:00,01/05/10 11:53:00,8.3
256,01/05/10 20:53:00,01/05/10 12:53:00,10.0
257,01/05/10 21:53:00,01/05/10 13:53:00,12.2
258,01/05/10 22:53:00,01/05/10 14:53:00,13.3
259,01/05/10 23:53:00,01/05/10 15:53:00,13.9
260,01/06/10 00:53:00,01/05/10 16:53:00,12.2
261,01/06/10 01:53:00,01/05/10 17:53:00,9.4
262,01/06/10 02:53:00,01/05/10 18:53:00,8.9
263,01/06/10 03:53:00,01/05/10 19:53:00,7.8
264,01/06/10 04:53:00,01/05/10 20:53:00,7.2
265,01/06/10 05:17:00,01/05/10 21:17:00,6.0
266,01/06/10 05:34:00,01/05/10 21:34:00,6.0
267,01/06/10 05:51:00,01/05/10 21:51:00,6.0
268,01/06/10 05:53:00,01/05/10 21:53:00,5.6
269,01/06/10 06:21:00,01/05/10 22:21:00,6.0
270,01/06/10 06:34:00,01/05/10 22:34:00,6.0
271,01/06/10 06:51:00,01/05/10 22:51:00,6.0
272,01/06/10 06:53:00,01/05/10 22:53:00,5.6
273,01/06/10 07:04:00,01/05/10 23:04:00,6.0
274,01/06/10 07:14:00,01/05/10 23:14:00,6.0
275,01/06/10 07:45:00,01/05/10 23:45:00,5.0
276,01/06/10 07:53:00,01/05/10 23:53:00,5.6
277,01/06/10 07:59:00,01/05/10 23:59:00,#N/A
278,01/06/10 08:00:00,01/06/10 00:00:00,6.0
279,01/06/10 08:09:00,01/06/10 00:09:00,6.0
280,01/06/10 08:16:00,01/06/10 00:16:00,5.0
281,01/06/10 08:29:00,01/06/10 00:29:00,5.0
282,01/06/10 08:53:00,01/06/10 00:53:00,5.6
283,01/06/10 09:53:00,01/06/10 01:53:00,6.1
284,01/06/10 10:53:00,01/06/10 02:53:00,6.1
285,01/06/10 11:53:00,01/06/10 03:53:00,5.6
286,01/06/10 12:53:00,01/06/10 04:53:00,5.6
287,01/06/10 13:53:00,01/06/10 05:53:00,5.6
288,01/06/10 14:15:00,01/06/10 06:15:00,6.0
289,01/06/10 14:38:00,01/06/10 06:38:00,6.0
290,01/06/10 14:53:00,01/06/10 06:53:00,5.6
291,01/06/10 15:53:00,01/06/10 07:53:00,5.0
292,01/06/10 16:53:00,01/06/10 08:53:00,5.6
